pair_index,training_arm,source_split,source_index,sample_seed,geometry_slot,geometry_id,geometry_partition,mask_bits,assignment_seed,assignment_rule,evaluation_role,selection_commit_preexisted
86,evaluation,test_iid,210,30460831,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
87,evaluation,test_iid,210,30460831,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
88,evaluation,test_iid,206,30460827,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
89,evaluation,test_iid,206,30460827,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
90,evaluation,test_iid,206,30460827,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
91,evaluation,test_iid,206,30460827,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
92,evaluation,test_iid,219,30460840,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
93,evaluation,test_iid,219,30460840,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
94,evaluation,test_iid,219,30460840,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
95,evaluation,test_iid,219,30460840,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
96,evaluation,test_iid,201,30460822,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
97,evaluation,test_iid,201,30460822,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
98,evaluation,test_iid,201,30460822,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
99,evaluation,test_iid,201,30460822,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
100,evaluation,test_iid,207,30460828,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
101,evaluation,test_iid,207,30460828,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
102,evaluation,test_iid,207,30460828,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
103,evaluation,test_iid,207,30460828,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
104,evaluation,test_iid,228,30460849,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
105,evaluation,test_iid,228,30460849,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
106,evaluation,test_iid,228,30460849,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
107,evaluation,test_iid,228,30460849,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
108,evaluation,test_iid,203,30460824,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
109,evaluation,test_iid,203,30460824,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
110,evaluation,test_iid,203,30460824,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
111,evaluation,test_iid,203,30460824,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
112,evaluation,test_iid,222,30460843,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
113,evaluation,test_iid,222,30460843,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
114,evaluation,test_iid,222,30460843,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
115,evaluation,test_iid,222,30460843,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
116,evaluation,test_iid,231,30460852,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
117,evaluation,test_iid,231,30460852,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
118,evaluation,test_iid,231,30460852,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
119,evaluation,test_iid,231,30460852,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
120,evaluation,test_iid,216,30460837,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
121,evaluation,test_iid,216,30460837,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
122,evaluation,test_iid,216,30460837,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
123,evaluation,test_iid,216,30460837,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
124,evaluation,test_iid,217,30460838,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
125,evaluation,test_iid,217,30460838,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
126,evaluation,test_iid,217,30460838,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
127,evaluation,test_iid,217,30460838,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
0,evaluation,test_noise_ood,242,30560831,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
1,evaluation,test_noise_ood,242,30560831,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
2,evaluation,test_noise_ood,242,30560831,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
3,evaluation,test_noise_ood,242,30560831,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
4,evaluation,test_noise_ood,245,30560834,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
5,evaluation,test_noise_ood,245,30560834,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
6,evaluation,test_noise_ood,245,30560834,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
7,evaluation,test_noise_ood,245,30560834,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
8,evaluation,test_noise_ood,252,30560841,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
9,evaluation,test_noise_ood,252,30560841,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
10,evaluation,test_noise_ood,252,30560841,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
11,evaluation,test_noise_ood,252,30560841,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
12,evaluation,test_noise_ood,238,30560827,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
13,evaluation,test_noise_ood,238,30560827,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
14,evaluation,test_noise_ood,238,30560827,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
15,evaluation,test_noise_ood,238,30560827,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
16,evaluation,test_noise_ood,239,30560828,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
17,evaluation,test_noise_ood,239,30560828,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
18,evaluation,test_noise_ood,239,30560828,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
19,evaluation,test_noise_ood,239,30560828,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
20,evaluation,test_noise_ood,234,30560823,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
21,evaluation,test_noise_ood,234,30560823,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
22,evaluation,test_noise_ood,234,30560823,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
23,evaluation,test_noise_ood,234,30560823,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
24,evaluation,test_noise_ood,243,30560832,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
25,evaluation,test_noise_ood,243,30560832,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
26,evaluation,test_noise_ood,243,30560832,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
27,evaluation,test_noise_ood,243,30560832,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
28,evaluation,test_noise_ood,257,30560846,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
29,evaluation,test_noise_ood,257,30560846,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
30,evaluation,test_noise_ood,257,30560846,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
31,evaluation,test_noise_ood,257,30560846,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
32,evaluation,test_noise_ood,248,30560837,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
33,evaluation,test_noise_ood,248,30560837,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
34,evaluation,test_noise_ood,248,30560837,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
35,evaluation,test_noise_ood,248,30560837,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
36,evaluation,test_noise_ood,240,30560829,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
37,evaluation,test_noise_ood,240,30560829,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
38,evaluation,test_noise_ood,240,30560829,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
39,evaluation,test_noise_ood,240,30560829,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
40,evaluation,test_noise_ood,262,30560851,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
41,evaluation,test_noise_ood,262,30560851,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
42,evaluation,test_noise_ood,262,30560851,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
43,evaluation,test_noise_ood,262,30560851,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
44,evaluation,test_noise_ood,249,30560838,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
45,evaluation,test_noise_ood,249,30560838,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
46,evaluation,test_noise_ood,249,30560838,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
47,evaluation,test_noise_ood,249,30560838,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
48,evaluation,test_noise_ood,233,30560822,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
49,evaluation,test_noise_ood,233,30560822,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
50,evaluation,test_noise_ood,233,30560822,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
51,evaluation,test_noise_ood,233,30560822,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
52,evaluation,test_noise_ood,236,30560825,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
53,evaluation,test_noise_ood,236,30560825,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
54,evaluation,test_noise_ood,236,30560825,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
55,evaluation,test_noise_ood,236,30560825,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
56,evaluation,test_noise_ood,259,30560848,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
57,evaluation,test_noise_ood,259,30560848,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
58,evaluation,test_noise_ood,259,30560848,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
59,evaluation,test_noise_ood,259,30560848,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
60,evaluation,test_noise_ood,246,30560835,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
61,evaluation,test_noise_ood,246,30560835,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
62,evaluation,test_noise_ood,246,30560835,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
63,evaluation,test_noise_ood,246,30560835,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
64,evaluation,test_noise_ood,250,30560839,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
65,evaluation,test_noise_ood,250,30560839,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
66,evaluation,test_noise_ood,250,30560839,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
67,evaluation,test_noise_ood,250,30560839,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
68,evaluation,test_noise_ood,256,30560845,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
69,evaluation,test_noise_ood,256,30560845,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
70,evaluation,test_noise_ood,256,30560845,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
71,evaluation,test_noise_ood,256,30560845,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
72,evaluation,test_noise_ood,251,30560840,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
73,evaluation,test_noise_ood,251,30560840,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
74,evaluation,test_noise_ood,251,30560840,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
75,evaluation,test_noise_ood,251,30560840,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
76,evaluation,test_noise_ood,241,30560830,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
77,evaluation,test_noise_ood,241,30560830,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
78,evaluation,test_noise_ood,241,30560830,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
79,evaluation,test_noise_ood,241,30560830,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
80,evaluation,test_noise_ood,255,30560844,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
81,evaluation,test_noise_ood,255,30560844,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
82,evaluation,test_noise_ood,255,30560844,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
83,evaluation,test_noise_ood,255,30560844,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
84,evaluation,test_noise_ood,235,30560824,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
85,evaluation,test_noise_ood,235,30560824,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
86,evaluation,test_noise_ood,235,30560824,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
87,evaluation,test_noise_ood,235,30560824,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
88,evaluation,test_noise_ood,247,30560836,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
89,evaluation,test_noise_ood,247,30560836,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
90,evaluation,test_noise_ood,247,30560836,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
91,evaluation,test_noise_ood,247,30560836,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
92,evaluation,test_noise_ood,261,30560850,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
93,evaluation,test_noise_ood,261,30560850,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
94,evaluation,test_noise_ood,261,30560850,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
95,evaluation,test_noise_ood,261,30560850,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
96,evaluation,test_noise_ood,232,30560821,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
97,evaluation,test_noise_ood,232,30560821,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
98,evaluation,test_noise_ood,232,30560821,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
99,evaluation,test_noise_ood,232,30560821,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
100,evaluation,test_noise_ood,263,30560852,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
101,evaluation,test_noise_ood,263,30560852,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
102,evaluation,test_noise_ood,263,30560852,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
103,evaluation,test_noise_ood,263,30560852,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
104,evaluation,test_noise_ood,237,30560826,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
105,evaluation,test_noise_ood,237,30560826,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
106,evaluation,test_noise_ood,237,30560826,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
107,evaluation,test_noise_ood,237,30560826,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
108,evaluation,test_noise_ood,244,30560833,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
109,evaluation,test_noise_ood,244,30560833,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
110,evaluation,test_noise_ood,244,30560833,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
111,evaluation,test_noise_ood,244,30560833,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
112,evaluation,test_noise_ood,260,30560849,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
113,evaluation,test_noise_ood,260,30560849,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
114,evaluation,test_noise_ood,260,30560849,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
115,evaluation,test_noise_ood,260,30560849,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
116,evaluation,test_noise_ood,253,30560842,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
117,evaluation,test_noise_ood,253,30560842,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
118,evaluation,test_noise_ood,253,30560842,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
119,evaluation,test_noise_ood,253,30560842,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
120,evaluation,test_noise_ood,258,30560847,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
121,evaluation,test_noise_ood,258,30560847,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
122,evaluation,test_noise_ood,258,30560847,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
123,evaluation,test_noise_ood,258,30560847,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
124,evaluation,test_noise_ood,254,30560843,0,g_010011111,geometry_ood,010011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
125,evaluation,test_noise_ood,254,30560843,1,g_011011101,geometry_ood,011011101,20261371,all frozen layouts in partition,post_selection_development_audit,True
126,evaluation,test_noise_ood,254,30560843,2,g_111001101,geometry_ood,111001101,20261371,all frozen layouts in partition,post_selection_development_audit,True
127,evaluation,test_noise_ood,254,30560843,3,g_111011010,geometry_ood,111011010,20261371,all frozen layouts in partition,post_selection_development_audit,True
0,evaluation,test_family_ood,290,30660847,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
1,evaluation,test_family_ood,290,30660847,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
2,evaluation,test_family_ood,290,30660847,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
3,evaluation,test_family_ood,290,30660847,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
4,evaluation,test_family_ood,289,30660846,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
5,evaluation,test_family_ood,289,30660846,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
6,evaluation,test_family_ood,289,30660846,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
7,evaluation,test_family_ood,289,30660846,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
8,evaluation,test_family_ood,273,30660830,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
9,evaluation,test_family_ood,273,30660830,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
10,evaluation,test_family_ood,273,30660830,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
11,evaluation,test_family_ood,273,30660830,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
12,evaluation,test_family_ood,269,30660826,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
13,evaluation,test_family_ood,269,30660826,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
14,evaluation,test_family_ood,269,30660826,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
15,evaluation,test_family_ood,269,30660826,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
16,evaluation,test_family_ood,268,30660825,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
17,evaluation,test_family_ood,268,30660825,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
18,evaluation,test_family_ood,268,30660825,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
19,evaluation,test_family_ood,268,30660825,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
20,evaluation,test_family_ood,278,30660835,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
21,evaluation,test_family_ood,278,30660835,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
22,evaluation,test_family_ood,278,30660835,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
23,evaluation,test_family_ood,278,30660835,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
24,evaluation,test_family_ood,275,30660832,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
25,evaluation,test_family_ood,275,30660832,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
26,evaluation,test_family_ood,275,30660832,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
27,evaluation,test_family_ood,275,30660832,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
28,evaluation,test_family_ood,295,30660852,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
29,evaluation,test_family_ood,295,30660852,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
30,evaluation,test_family_ood,295,30660852,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
31,evaluation,test_family_ood,295,30660852,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
32,evaluation,test_family_ood,285,30660842,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
33,evaluation,test_family_ood,285,30660842,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
34,evaluation,test_family_ood,285,30660842,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
35,evaluation,test_family_ood,285,30660842,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
36,evaluation,test_family_ood,266,30660823,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
37,evaluation,test_family_ood,266,30660823,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
38,evaluation,test_family_ood,266,30660823,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
39,evaluation,test_family_ood,266,30660823,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
40,evaluation,test_family_ood,271,30660828,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
41,evaluation,test_family_ood,271,30660828,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
